title;year;author
Report on the 2019 IJCAI Explainable Artificial Intelligence Workshop.;2020;Tim Miller 0001 and Rosina Weber and Daniele Magazzeni
Vibration Signals Analysis by Explainable Artificial Intelligence (XAI) Approach: Application on Bearing Faults Diagnosis.;2020;Han-Yun Chen and Ching-Hung Lee
Should AI be Designed to Save Us From Ourselves?: Artificial Intelligence for Sustainability.;2020;Myanna Lahsen
Guest editorial: Special issue on data intelligence in sustainable computing.;2020;Tao Zhu 0001 and Wenjian Luo and Junwei Cao and Hansheng Lei
Lightweight sustainable intelligent load forecasting platform for smart grid applications.;2020;Amartya Mukherjee and Prateeti Mukherjee and Nilanjan Dey and Debashis De and Bijaya K. Panigrahi
Designing accessible, explainable AI (XAI) experiences.;2020;Christine T. Wolf and Kathryn E. Ringland
From What to How: An Initial Review of Publicly Available AI Ethics Tools, Methods and Research to Translate Principles into Practices.;2020;Jessica Morley and Luciano Floridi and Libby Kinsey and Anat Elhalal
Surrogates and Artificial Intelligence: Why AI Trumps Family.;2020;Ryan Hubbard and Jake Greenblum
Editorial: Shaping Ethical Futures in Brain-Based and Artificial Intelligence Research.;2020;Elisabeth Hildt and Kelly Laas and Monika Sziron
Explainable AI Methods - A Brief Overview.;2020;Andreas Holzinger and Anna Saranti and Christoph Molnar and Przemyslaw Biecek and Wojciech Samek
xxAI - Beyond Explainable Artificial Intelligence.;2020;Andreas Holzinger and Randy Goebel and Ruth Fong and Taesup Moon and Klaus-Robert Müller and Wojciech Samek
Explainable Artificial Intelligence for the Remaining Useful Life Prognosis of the Turbofan Engines.;2020;Chang Woo Hong and Changmin Lee 0002 and Kwangsuk Lee and Min-Seung Ko and Kyeon Hur
eXplainable Artificial Intelligence (XAI) for the identification of biologically relevant gene expression patterns in longitudinal human studies, insights from obesity research.;2020;Augusto Anguita-Ruiz and Alberto Segura-Delgado and Rafael Alcalá and Concepción Maria Aguilera and Jesús Alcalá-Fdez
Explainable Active Learning (XAL): Toward AI Explanations as Interfaces for Machine Teachers.;2020;Bhavya Ghai and Q. Vera Liao and Yunfeng Zhang and Rachel K. E. Bellamy and Klaus Mueller 0001
Machine intelligence in healthcare - perspectives on trustworthiness, explainability, usability, and transparency.;2020;Christine M. Cutillo and Karlie R. Sharma and Luca Foschini 0002 and Shinjini Kundu and Maxine Mackintosh and Kenneth D. Mandl and Tyler Beck and Elaine Collier and Christine Colvis and Kenneth Gersing and Valery Gordon and Roxanne Jensen and Behrouz Shabestari and Noel Southall
Publisher Correction to: The Ethics of AI Ethics: An Evaluation of Guidelines.;2020;Thilo Hagendorff
The Ethics of AI Ethics: An Evaluation of Guidelines.;2020;Thilo Hagendorff
AI Explainability 360: An Extensible Toolkit for Understanding Data and Machine Learning Models.;2020;Vijay Arya and Rachel K. E. Bellamy and Pin-Yu Chen and Amit Dhurandhar and Michael Hind and Samuel C. Hoffman and Stephanie Houde and Q. Vera Liao and Ronny Luss and Aleksandra Mojsilovic and Sami Mourad and Pablo Pedemonte and Ramya Raghavendra and John T. Richards and Prasanna Sattigeri and Karthikeyan Shanmugam and Moninder Singh and Kush R. Varshney and Dennis Wei and Yunfeng Zhang
Reinforced XGBoost machine learning model for sustainable intelligent agrarian applications.;2020;Dhivya Elavarasan and P. M. Durai Raj Vincent
Global Challenges in the Standardization of Ethics for Trustworthy AI.;2020;Dave Lewis 0001 and Linda Hogan and David Filip and P. J. Wall
Explainable AI in Decision Support Systems : A Case Study: Predicting Hospital Readmission Within 30 Days of Discharge.;2020;Alexander Vucenovic and Osama Ali-Ozkan and Clifford Ekwempe and Ozgur Eren
How Much is the Black Box? The Value of Explainability in Machine Learning Models.;2020;Jonas Wanner and Lukas-Valentin Herm and Christian Janiesch
Sociotechnical Approach for Accountability by Design in AI Systems.;2020;Polyxeni Vassilakopoulou
Business Intelligence & Analytics Cost Accounting: an Action Design Research Approach.;2020;Raphael Grytz and Artus Krohn-Grimberghe and Oliver Müller
Evaluating Explainable Artifical Intelligence - What Users Really Appreciate.;2020;Maximilian Förster and Mathias Klier and Kilian Kluge and Irina Sigler
Shall We Use It or Not? Explaining the Adoption of Artificial Intelligence for Car Manufacturing Purposes.;2020;Quirin Demlehner and Sven Laumer
A Semi-Supervised Machine Learning Approach to Detect Anomalies in Big Accounting Data.;2020;Indranil Bhattacharya and Edo Roos Lindgreen
The problem of machine ethics in artificial intelligence.;2020;Rajakishore Nath and Vineet Sahu
Towards Organizational Guidelines for the Responsible Use of AI.;2020;Richard Benjamins
When Classical Chinese Meets Machine Learning: Explaining the Relative Performances of Word and Sentence Segmentation Tasks.;2020;Chao-Lin Liu and Chang-Ting Chu and Wei-Ting Chang and Ti-Yong Zheng
An Explainable Artificial Intelligence Methodology for Hard Disk Fault Prediction.;2020;Antonio Galli and Vincenzo Moscato and Giancarlo Sperlì and Aniello De Santo
Predictive and Explainable Machine Learning for Industrial Internet of Things Applications.;2020;Ioannis T. Christou and Nikos Kefalakis and Andreas Zalonis and John Soldatos 0001
Explainable AI in Healthcare.;2020;Urja Pawar and Donna O'Shea and Susan Rea and Ruairi O'Reilly
Ethical Sensitivity in Machine Learning Development.;2020;Karen Boyd
Towards explainable artificial intelligence for network function virtualization.;2020;Sachin Sharma 0001 and Avishek Nag and Luís Cordeiro and Omran Ayoub and Massimo Tornatore and Maziar M. Nekovee
AI and ML-Driving and Exponentiating Sustainable and Quantifiable Digital Transformation.;2020;Chan Naseeb
Blockchain for explainable and trustworthy artificial intelligence.;2020;Mohamed Nassar 0001 and Khaled Salah 0001 and Muhammad Habib Ur Rehman and Davor Svetinovic
Explainable artificial intelligence and machine learning: A reality rooted perspective.;2020;Frank Emmert-Streib and Olli Yli-Harja and Matthias Dehmer
explAIner: A Visual Analytics Framework for Interactive and Explainable Machine Learning.;2020;Thilo Spinner and Udo Schlegel and Hanna Schäfer and Mennatallah El-Assady
Special Issue Editorial: Intelligent Data Analysis for Sustainable Computing.;2020;Yulei Wu and Yi Pan 0001 and Nektarios Georgalas and Geyong Min
Sustainable Secure Management Against APT Attacks for Intelligent Embedded-Enabled Smart Manufacturing.;2020;Jun Wu 0001 and Mianxiong Dong and Kaoru Ota and Jianhua Li 0001 and Wu Yang 0001
ST-DeLTA: A Novel Spatial-Temporal Value Network Aided Deep Learning Based Intelligent Network Traffic Control System.;2020;Fengxiao Tang and Bomin Mao and Zubair Md. Fadlullah and Jiajia Liu 0001 and Nei Kato
Deep Learning Based Multi-Channel Intelligent Attack Detection for Data Security.;2020;Feng Jiang 0001 and Yunsheng Fu and Brij B. Gupta and Yongsheng Liang and Seungmin Rho and Fang Lou and Fanzhi Meng and Zhihong Tian
Towards Establishing Criteria for the Ethical Analysis of Artificial Intelligence.;2020;Michele Farisco and Kathinka Evers and Arleen Salles
Argument Schemes for AI Ethics Education.;2020;Nancy L. Green and L. Joshua Crotts
Combining Machine Learning with Visual Analytics for Explainable Forecasting of Energy Demand in Prosumer Scenarios.;2020;Ana I. Grimaldo and Jasminko Novak
Ensuring Data Privacy Using Machine Learning for Responsible Data Science.;2020;Millena Debaprada Jena and Sunil Samanta Singhar and Bhabendu Kumar Mohanta and Somula Ramasubbareddy
Onward for the freedom of others: marching beyond the AI ethics.;2020;Petros Terzis
Closing the AI accountability gap: defining an end-to-end framework for internal algorithmic auditing.;2020;Inioluwa Deborah Raji and Andrew Smart and Rebecca N. White and Margaret Mitchell and Timnit Gebru and Ben Hutchinson and Jamila Smith-Loud and Daniel Theron and Parker Barnes
Explaining machine learning classifiers through diverse counterfactual explanations.;2020;Ramaravind Kommiya Mothilal and Amit Sharma 0007 and Chenhao Tan
Explainable AI in industry: practical challenges and lessons learned: implications tutorial.;2020;Krishna Gade and Sahin Cem Geyik and Krishnaram Kenthapadi and Varun Mithal and Ankur Taly
Explainable machine learning in deployment.;2020;Umang Bhatt and Alice Xiang and Shubham Sharma 0002 and Adrian Weller and Ankur Taly and Yunhan Jia and Joydeep Ghosh and Ruchir Puri and José M. F. Moura and Peter Eckersley
Bridging the gap from AI ethics research to practice.;2020;Kathy Baxter and Yoav Schlesinger and Sarah Aerni and Lewis J. Baker and Julie Dawson and Krishnaram Kenthapadi and Isabel M. Kloumann and Hanna M. Wallach
AI explainability 360: hands-on tutorial.;2020;Vijay Arya and Rachel K. E. Bellamy and Pin-Yu Chen and Amit Dhurandhar and Michael Hind and Samuel C. Hoffman and Stephanie Houde and Q. Vera Liao and Ronny Luss and Aleksandra Mojsilovic and Sami Mourad and Pablo Pedemonte and Ramya Raghavendra and John T. Richards and Prasanna Sattigeri and Karthikeyan Shanmugam and Moninder Singh and Kush R. Varshney and Dennis Wei and Yunfeng Zhang
Fairness, accountability, transparency in AI at scale: lessons from national programs.;2020;Muhammad Aurangzeb Ahmad and Ankur Teredesai and Carly Eckert
ECCOLA - a Method for Implementing Ethically Aligned AI Systems.;2020;Ville Vakkuri and Kai-Kristian Kemell and Pekka Abrahamsson
Orthos: A Trustworthy AI Framework for Data Acquisition.;2020;Moin Hussain Moti and Dimitris Chatzopoulos and Pan Hui 0001 and Boi Faltings and Sujit Gujar
Machine Learning Techniques to Evaluate Whether Twitter Accounts Are Human or Robot.;2020;Jordan Yono and Antonio Segura and Yongqiang Sun and Shadi Banitaan
Modelling GDPR-Compliant Explanations for Trustworthy AI.;2020;Francesco Sovrano and Fabio Vitali and Monica Palmirani
An agile framework for trustworthy AI.;2020;Stefan Leijnen and Huib Aldewereld and Rudy van Belkom and Roland Bijvank and Roelant Ossewaarde
Explainable AI through Rule-based Interactive Conversation.;2020;Christian Werner
Introduction to the Minitrack on Accountability and Evaluation of AI Algorithms.;2020;Radmila Juric and Robert Steele
Human-Autonomy Teaming and Explainable AI Capabilities in RTS Games.;2020;Crisrael Lucero and Christianne Izumigawa and Kurt Frederiksen and Lena Nans and Rebecca Iden and Douglas S. Lange
Cognitive Mimetics for AI Ethics: Tacit Knowledge, Action Ontologies and Problem Restructuring.;2020;Antero Karvonen
Explainable Artificial Intelligence: What Do You Need to Know?;2020;Sam Hepenstal and David McNeish
Research on Design of Intelligent Creeping Blanket for Infants Based on Sustainable Design.;2020;Han Gao
Human-Centered Explainable AI: Towards a Reflective Sociotechnical Approach.;2020;Upol Ehsan and Mark O. Riedl
User Trust and Understanding of Explainable AI: Exploring Algorithm Visualisations and User Biases.;2020;Dawn Branley-Bell and Rebecca Whitworth and Lynne M. Coventry
Knowledge-to-Information Translation Training (KITT): An Adaptive Approach to Explainable Artificial Intelligence.;2020;Robert Thomson 0001 and Jordan Richard Schoenherr
Assessing the Japanese Turn in AI and Robot Ethics: Extracting Meaningful Principles Between Exoticism and Empiricism in the Case of AIBO.;2020;Vassilis Galanos and Mary Reisel
Human-Centric Ridesharing on Large Scale by Explaining AI-Generated Assignments.;2020;Sören Schleibaum and Jörg P. Müller
Interactive Machine Learning and Explainability in Mobile Classification of Forest-Aesthetics.;2020;Simon Flutura and Andreas Seiderer and Tobias Huber and Katharina Weitz and Ilhan Aslan and Ruben Schlagowski and Elisabeth André and Joachim Rathmann
An Empirical Evaluation of AI Deep Explainable Tools.;2020;Yoseph Hailemariam and Abbas Yazdinejad and Reza M. Parizi and Gautam Srivastava 0001 and Ali Dehghantanha
Interpreting Remaining Useful Life estimations combining Explainable Artificial Intelligence and domain knowledge in industrial machinery.;2020;Oscar Serradilla and Ekhi Zugasti and Carlos Cernuda and Andoitz Aranburu and Julian Ramirez de Okariz and Urko Zurutuza
A Type-2 Fuzzy Logic Based Explainable Artificial Intelligence System for Developmental Neuroscience.;2020;Mehrin Kiani and Javier Andreu-Perez and Hani Hagras and Maria Laura Filippetti and Silvia Rigato
Bridging the Gap Between Ethics and Practice: Guidelines for Reliable, Safe, and Trustworthy Human-centered AI Systems.;2020;Ben Shneiderman
Design and Applications of a Trustworthy AI System Favoring the Well Being of a Community of People.;2020;Laura Burzagli and Valentina Colcelli
Towards Explainable Direct Marketing in the Telecom Industry Through Hybrid Machine Learning.;2020;Russel Petersen and Olawande J. Daramola
Hardware-Assisted Malware Detection using Explainable Machine Learning.;2020;Zhixin Pan and Jennifer Sheldon and Prabhat Mishra 0001
Explainable Deep Learning for Thai Stock Market Prediction Using Textual Representation and Technical Indicators.;2020;Tanawat Chiewhawan and Peerapon Vateekul
Machine Learning - The Results Are Not the only Thing that Matters! What About Security, Explainability and Fairness?;2020;Michal Choras and Marek Pawlicki and Damian Puchalski and Rafal Kozik
Interpretable Machine Learning In Sustainable Edge Computing: A Case Study of Short-Term Photovoltaic Power Output Prediction.;2020;Xiaomin Chang and Wei Li 0058 and Jin Ma 0001 and Ting Yang 0002 and Albert Y. Zomaya
Passive Intelligent Surface Assisted MIMO Powered Sustainable IoT.;2020;Deepak Mishra 0001 and Erik G. Larsson
Explainable AI for Inspecting Adversarial Attacks on Deep Neural Networks.;2020;Zuzanna Klawikowska and Agnieszka Mikolajczyk and Michal Grochowski
Explaining Machine Learning Models of Emotion Using the BIRAFFE Dataset.;2020;Szymon Bobek and Magdalena M. Tragarz and Maciej Szelazek and Grzegorz J. Nalepa
Explainable Artificial Intelligence for Falls Prediction.;2020;Leeanne Lindsay and Sonya Coleman and Dermot Kerr and Brian Taylor and Anne Moorhead
Trustworthy AI Development Guidelines for Human System Interaction.;2020;Chathurika S. Wickramasinghe and Daniel L. Marino and Javier Grandio and Milos Manic
Toward an Understanding of Responsible Artificial Intelligence Practices.;2020;Yichuan Wang and Mengran Xiong and Hossein Olya
Introduction to the Minitrack on Business Intelligence and Big Data for Innovative and Sustainable Development of Organizations.;2020;Celina M. Olszak and Jozef M. Zurada and Dilek Kozanoglu
